Date,PersonID,AnnualIncome,TaxRate,TaxPaid,Year,Month,Quarter
2021-02-21,4890,75446.84552435057,0.24011015774510996,18115.55398022276,2021,2,1
2021-02-22,9838,53165.26200803927,0.12774736730337027,6791.72225352091,2021,2,1
2021-02-24,6393,48549.30332194411,0.21176388595160633,10280.989131698116,2021,2,1
2021-02-25,9792,41826.21369786575,0.21508956780048155,8996.382227004526,2021,2,1
2021-02-26,9433,55987.04171528106,0.3161409023806675,17699.79388949303,2021,2,1
2021-02-28,8513,49435.47946362727,0.2366620550469471,11699.50216209318,2021,2,1
2021-03-01,3612,66549.52823024782,0.1951001372426024,12983.822091151791,2021,3,1
2021-03-03,8041,51713.41472993059,0.34420008212766484,17799.7615971441,2021,3,1
2021-03-04,7235,52254.52642192817,0.12768014833157892,6671.865684548198,2021,3,1
2021-03-06,6486,44545.81681679216,0.20563710707798616,9160.272902631046,2021,3,1
2021-03-07,8099,49145.81564418399,0.11050616879285133,5430.915799038549,2021,3,1
2021-03-09,1775,54617.026533380886,0.28497603019173257,15564.54340235941,2021,3,1
2021-03-10,9226,24347.474110150615,0.3295191380497876,8022.95868246635,2021,3,1
2021-03-12,4152,29777.218668414305,0.17000933238762234,5062.405066177361,2021,3,1
2021-03-13,2585,61148.96141034072,0.3145854191997802,19236.57165890322,2021,3,1
2021-03-15,4943,52562.981571919125,0.17305455761547445,9096.2635228788,2021,3,1
2021-03-16,8555,47240.24995470981,0.3276925404109788,15480.277517308485,2021,3,1
2021-03-17,4073,50276.5089959809,0.28849047589919596,14504.294006800736,2021,3,1
2021-03-19,2021,55213.72558042507,0.30122669421035964,16631.84803162941,2021,3,1
2021-03-20,4843,41903.60479535958,0.10450163890011363,4378.995376937736,2021,3,1
2021-03-22,8989,38325.42911896531,0.3407025892685065,13057.572935658096,2021,3,1
2021-03-23,7873,52937.67882646522,0.28166774801758077,14910.836780328427,2021,3,1
2021-03-25,6675,35324.40833577452,0.17618777384653334,6223.728867126038,2021,3,1
2021-03-26,1161,56123.79133571708,0.3073486662147117,17249.572409945435,2021,3,1
2021-03-28,5297,24461.245936432395,0.17038029960373247,4167.714411329935,2021,3,1
2021-03-29,1995,65437.33455988466,0.318188459891532,20821.40470301662,2021,3,1
2021-03-31,8629,57088.96223619564,0.12814509760298426,7315.670637810374,2021,3,1
2021-04-01,2016,53840.44601470813,0.2759214943651989,14855.736321667087,2021,4,2
2021-04-03,8869,64740.36475918271,0.23517461916122756,15225.290626599752,2021,4,2
2021-04-04,7439,74982.11666693864,0.12413361754886021,9307.801393337779,2021,4,2
2021-04-05,8892,65215.55097527196,0.16047345706470975,10465.364919381695,2021,4,2
2021-04-07,7863,22386.88653002532,0.1031010090693287,2308.110591166173,2021,4,2
2021-04-08,8916,30806.345498964478,0.21719199136612644,6690.891525633001,2021,4,2
2021-04-10,9529,40627.72133456482,0.17531631519000007,7122.702398942056,2021,4,2
2021-04-11,1878,50391.36575316251,0.24958937107443968,12577.149285913889,2021,4,2
2021-04-13,5887,57764.88530703685,0.1743094519271543,10068.965498504522,2021,4,2
2021-04-14,5859,39113.84280269802,0.17497977787674618,6844.131525522066,2021,4,2
2021-04-16,7331,52801.50146715617,0.2857982996829008,15090.579340017428,2021,4,2
2021-04-17,9571,38669.256014700164,0.11203570899458837,4332.337513900184,2021,4,2
2021-04-19,9684,40827.23295512078,0.3257237487979968,13298.399371191059,2021,4,2
2021-04-20,8208,28900.083547276667,0.31306596859779534,9047.632648285378,2021,4,2
2021-04-22,6276,36151.50130833643,0.2669511708066016,9650.6856006768,2021,4,2
2021-04-23,3062,29724.730915754997,0.24830539252684605,7380.810977791421,2021,4,2
2021-04-24,1064,35361.90120534001,0.323075624534913,11424.568316657116,2021,4,2
2021-04-26,9006,65804.62694911759,0.14633254488217862,9629.35852648677,2021,4,2
2021-04-27,3568,35759.01666752085,0.11974229054770716,4281.8665635025845,2021,4,2
2021-04-29,6463,89485.73097256086,0.15987754247738453,14306.758754685405,2021,4,2
2021-04-30,3027,57399.76851321334,0.29864456967504754,17142.129167075942,2021,4,2
2021-05-02,3695,52772.54185542311,0.10866756668162084,5734.663711032817,2021,5,2
2021-05-03,6258,37124.6332972818,0.24570170877087238,9121.585838634164,2021,5,2
2021-05-05,6618,60504.64819113487,0.3488593790478275,21107.613997466568,2021,5,2
2021-05-06,7736,41365.43260643339,0.31392402345938486,12985.603035949598,2021,5,2
2021-05-08,1391,51830.147219680424,0.23036142226089734,11939.666429517276,2021,5,2
2021-05-09,6892,88401.26807403192,0.11591022732166059,10246.611077984096,2021,5,2
2021-05-11,4561,48559.10150413025,0.3078433785964274,14948.597868638317,2021,5,2
2021-05-12,7184,67239.09989428514,0.24974462704430261,16792.60392589285,2021,5,2
2021-05-13,4099,39452.35362311169,0.1287332492648917,5078.829673050691,2021,5,2
2021-05-15,7278,49475.17264254557,0.12346432120583906,6108.418606853587,2021,5,2
2021-05-16,9392,76562.00953453264,0.3274067048591481,25066.91525909601,2021,5,2
2021-05-18,4104,40595.494133183485,0.2673000657345196,10851.17825032525,2021,5,2
2021-05-19,8215,77186.72836995393,0.3073216998291889,23721.156566908117,2021,5,2
2021-05-21,3454,60616.279031832135,0.31974472507056684,19381.73547383393,2021,5,2
2021-05-22,9996,41562.99836158598,0.24294308801208053,10097.443169004742,2021,5,2
2021-05-24,3731,59486.116085832815,0.2293615879387603,13643.830045756047,2021,5,2
2021-05-25,9154,64588.316744400945,0.20760685258024753,13408.97715276118,2021,5,2
2021-05-27,6056,59327.149433257946,0.1792366469477798,10633.59933738703,2021,5,2
2021-05-28,9110,26446.629201643154,0.20864899021467792,5518.062477504858,2021,5,2
2021-05-30,4840,39092.94236262697,0.2934699139325391,11472.602430529847,2021,5,2
2021-05-31,2028,46287.22046672743,0.25048085775378287,11594.06268554434,2021,5,2
2021-06-01,8385,48883.498563499306,0.3231308224887115,15795.765096949279,2021,6,2
2021-06-03,1502,59310.08146326017,0.2108450035947969,12505.234339328788,2021,6,2
2021-06-04,7910,52665.51501399881,0.2517723946796885,13259.722832113568,2021,6,2
2021-06-06,7938,29969.83461934848,0.25782688827299716,7727.029201962962,2021,6,2
2021-06-07,5488,55702.967765089445,0.24792429057658136,13810.11876616998,2021,6,2
2021-06-09,1206,59158.786179257346,0.27565844327137906,16307.618903998455,2021,6,2
2021-06-10,6134,58396.856718965595,0.15935836709370158,9306.027730139213,2021,6,2
2021-06-12,6977,66211.71088331932,0.22809094438644764,15102.291664818737,2021,6,2
2021-06-13,8721,62508.83231823356,0.12605620070208692,7879.625912360347,2021,6,2
2021-06-15,8035,56887.70118842655,0.19612783191120314,11157.261496498473,2021,6,2
2021-06-16,2484,48947.51432812029,0.2219167671553161,10862.27413998497,2021,6,2
2021-06-18,8858,25085.58599726013,0.2630560648863681,6598.915537807828,2021,6,2
2021-06-19,1863,56444.273286988784,0.3376327631465509,19057.43595368507,2021,6,2
2021-06-20,3790,53115.31530744667,0.2501627666370889,13287.474228112178,2021,6,2
2021-06-22,8408,54073.6825579306,0.2858984790441399,15459.583599627995,2021,6,2
2021-06-23,9755,30848.77136269536,0.22656651487380067,6989.298615784594,2021,6,2
2021-06-25,6116,33784.151893876064,0.2585260078440828,8734.081917521888,2021,6,2
2021-06-26,7019,65797.29279999355,0.11773305403344336,7746.516228475934,2021,6,2
2021-06-28,2757,49406.672692150176,0.16359789521046175,8082.8276617879665,2021,6,2
2021-06-29,8574,60222.510460589365,0.19046327330128465,11470.176468744707,2021,6,2
2021-07-01,7374,50424.77564195692,0.21812333875162837,10998.820418825428,2021,7,3
2021-07-02,7892,50446.34209243618,0.11141218637559594,5620.33726716957,2021,7,3
2021-07-04,2678,64074.25708963996,0.13500602438832943,8650.410715308022,2021,7,3
2021-07-05,4242,42259.32907673939,0.16920357694782645,7150.429639199593,2021,7,3
2021-07-07,5636,51441.811654114754,0.34288317272526264,17638.531590698258,2021,7,3
2021-07-08,2059,43065.87066942436,0.1828367517757627,7874.02390559264,2021,7,3
2021-07-09,7668,43482.55658851527,0.22051026452802064,9588.350055688128,2021,7,3
2021-07-11,4157,45362.41814797041,0.14902442818459824,6760.1084255719325,2021,7,3
2021-07-12,6915,53332.00657450569,0.25269501776894204,13476.73234899805,2021,7,3
2021-07-14,3693,42818.77067504784,0.17017080387899358,7286.5046268831675,2021,7,3
2021-07-15,4627,68836.34188360281,0.1517481446096067,10445.787162549286,2021,7,3
2021-07-17,6450,36580.89046670744,0.22914315711149474,8382.260731491122,2021,7,3
2021-07-18,2663,47196.92533757961,0.10137644979010521,4784.656731732483,2021,7,3
2021-07-20,6592,43404.034125887374,0.10191600816230634,4423.565896250961,2021,7,3
2021-07-21,8392,71704.668265306,0.15476720227546445,11097.53089751169,2021,7,3
2021-07-23,2306,52948.32164767362,0.10918034062520529,5780.915793025937,2021,7,3
2021-07-24,7776,65477.66809202952,0.12700643853267285,8316.085427793101,2021,7,3
2021-07-26,6864,27716.59440444542,0.18471516233468788,5119.675234781837,2021,7,3
2021-07-27,8526,54005.75398803888,0.3006464198949532,16236.636590231481,2021,7,3
2021-07-28,9901,63344.46193435155,0.2430121608423252,15393.474572061185,2021,7,3
2021-07-30,6575,51234.259839131366,0.22816693148910408,11689.963854610043,2021,7,3
2021-07-31,6530,65982.20562598026,0.1733722058020304,11439.480533059337,2021,7,3
2021-08-02,5413,42240.673248494415,0.3329384298582041,14063.543427507177,2021,8,3
2021-08-03,4748,71140.2116027837,0.19925376030929792,14174.9546710538,2021,8,3
2021-08-05,1663,84483.47185428876,0.12177319169894288,10287.82201350455,2021,8,3
2021-08-06,2998,44557.42159340512,0.2542666290294503,11329.465386799156,2021,8,3
2021-08-08,8994,43317.462178988426,0.12845959836915036,5564.543793883714,2021,8,3
2021-08-09,2495,71800.7671567655,0.186305785700423,13376.898339034324,2021,8,3
2021-08-11,4304,73693.58218596068,0.2268529846794522,16717.60907060569,2021,8,3
2021-08-12,4763,42157.09959270098,0.31855563117129393,13429.381469103959,2021,8,3
2021-08-14,6232,43697.19774356214,0.22338664508502964,9761.370403551473,2021,8,3
2021-08-15,2853,45773.230867092396,0.27556469150791607,12613.486243210938,2021,8,3
2021-08-16,7585,29833.242334485843,0.34820420974976757,10388.060571352955,2021,8,3
2021-08-18,2291,36220.22080273703,0.1328722799744954,4812.663319239317,2021,8,3
2021-08-19,4581,34937.88849871898,0.16868288137987986,5893.4237012928825,2021,8,3
2021-08-21,8554,38483.03652343807,0.19864401889941158,7644.425034468579,2021,8,3
2021-08-22,8280,49479.72668919828,0.20545704463470782,10165.958414895755,2021,8,3
2021-08-24,2636,53513.22098804781,0.20275526881638645,10850.087506662327,2021,8,3
2021-08-25,4696,73257.50739221115,0.3269027506391387,23948.08067148086,2021,8,3
2021-08-27,1698,35024.68938891814,0.27850816111671406,9754.661835391678,2021,8,3
2021-08-28,5737,64764.83597714876,0.2519763035226759,16319.203967774356,2021,8,3
2021-08-30,1854,46790.16733661736,0.1773431794656955,8297.917043207657,2021,8,3
2021-08-31,9164,49258.044355213504,0.3059475960553236,15070.380256864075,2021,8,3
2021-09-02,6855,60122.29238249906,0.33876512787124724,20367.336066869808,2021,9,3
2021-09-03,8392,33159.16967656552,0.30529957063755664,10123.480264953341,2021,9,3
2021-09-04,7528,55736.14619276076,0.10039127629786823,5595.422852215822,2021,9,3
2021-09-06,6249,52496.78312319584,0.25910034254585174,13601.93448977533,2021,9,3
2021-09-07,6172,57386.76896012224,0.11278384536052519,6472.300476138613,2021,9,3
2021-09-09,2707,54337.52965861727,0.16440180508343044,8933.187959651117,2021,9,3
2021-09-10,6791,86829.50209866342,0.11488117508694293,9975.075233308631,2021,9,3
2021-09-12,6535,40433.900236230256,0.2509488632373469,10146.841300534275,2021,9,3
2021-09-13,5931,42035.04567497274,0.2716474783731517,11418.7141609066,2021,9,3
2021-09-15,4510,40652.89210362853,0.12862190951647628,5228.852609735983,2021,9,3
2021-09-16,1202,41667.843212596184,0.19595972076124485,8165.2189206636795,2021,9,3
2021-09-18,5218,40439.19309040223,0.21405912723888548,8656.378379176269,2021,9,3
2021-09-19,9958,67835.24796661327,0.19226325544022915,13042.225607656253,2021,9,3
2021-09-21,5389,71307.56371984782,0.13025625012129827,9288.255855432912,2021,9,3
2021-09-22,3327,41438.805593757854,0.20473694754686883,8484.054567254096,2021,9,3
2021-09-23,9004,37514.66640343657,0.2877945119521045,10796.515108623038,2021,9,3
2021-09-25,3931,57071.23334579606,0.11775191613331387,6720.247082558964,2021,9,3
2021-09-26,8777,41716.65433578543,0.12004500352047587,5007.875916601837,2021,9,3
2021-09-28,1197,59493.97726633266,0.18869282295899603,11226.086519442642,2021,9,3
2021-09-29,8125,53043.845312769496,0.33543142790473124,17792.572774819957,2021,9,3
2021-10-01,2930,27263.838275041522,0.2671431616807285,7283.347956346651,2021,10,4
2021-10-02,7287,73212.57801995092,0.2696674891681412,19743.052090166806,2021,10,4
2021-10-04,9800,76938.16509643283,0.19047999770946622,14655.181511339058,2021,10,4
2021-10-05,5282,40808.16964273421,0.24841519780213459,10137.369533742884,2021,10,4
2021-10-07,3511,44184.47660096024,0.10253279600693585,4530.357925999487,2021,10,4
2021-10-08,1659,54287.98086087358,0.25902401160238553,14061.890584377,2021,10,4
2021-10-10,3811,55016.851849805375,0.3283217368940592,18063.228357771233,2021,10,4
2021-10-11,8098,59878.164090092454,0.2531433670862048,15157.760072706278,2021,10,4
2021-10-12,7546,80153.06808149524,0.31842464836658624,25522.71251935317,2021,10,4
2021-10-14,2986,47345.79158758926,0.28099326386652346,13303.848508540896,2021,10,4
2021-10-15,9338,38025.541331923196,0.13013960410092257,4948.628894659752,2021,10,4
2021-10-17,3911,29310.21157978209,0.3256133268214604,9543.795502333738,2021,10,4
2021-10-18,2734,39036.04940087121,0.11661096108894373,4552.031237751078,2021,10,4
2021-10-20,2843,49503.095406893044,0.23349186813694092,11558.570225116677,2021,10,4
2021-10-21,9680,76918.36795276681,0.13553428094836442,10425.075692199967,2021,10,4
2021-10-23,3976,42235.830514457426,0.10292665268272602,4347.192658128041,2021,10,4
2021-10-24,2959,53356.819274583475,0.20550856503190973,10965.283363786593,2021,10,4
2021-10-26,6759,49753.65655890872,0.17376017691353907,8645.204165771442,2021,10,4
2021-10-27,7694,67825.89910172127,0.22150012344940073,15023.445024097859,2021,10,4
2021-10-29,3385,87903.98638810433,0.24429997168363768,21474.94138549276,2021,10,4
2021-10-30,5736,42036.96840619519,0.11093476807723684,4663.361340811396,2021,10,4
2021-10-31,2802,42658.40836222667,0.13075082378093641,5577.622034544724,2021,10,4
2021-11-02,9155,65662.41315603608,0.23966059911260632,15736.69327615509,2021,11,4
2021-11-03,9120,60228.37234439467,0.18579183829316454,11189.940015270278,2021,11,4
2021-11-05,7616,77700.6098860405,0.282293371887362,21934.367162434868,2021,11,4
2021-11-06,6534,58758.92277988946,0.2630729121479849,15457.880930384088,2021,11,4
2021-11-08,5061,44610.61863819411,0.3114010907474767,13891.795302853357,2021,11,4
2021-11-09,1262,58859.82246038464,0.2731232066673063,16075.98345424859,2021,11,4
2021-11-11,7287,66630.55370874362,0.207482769347537,13824.69180664993,2021,11,4
2021-11-12,9815,62307.23271796046,0.2682416555986081,16713.395260033474,2021,11,4
2021-11-14,3049,57609.11046660947,0.16884529356385464,9727.027168687207,2021,11,4
2021-11-15,6423,66000.1203438373,0.17657837469455318,11654.193979959706,2021,11,4
2021-11-17,5548,67539.4338566851,0.2972462899801983,20075.846141262642,2021,11,4
2021-11-18,4108,70732.38486556291,0.21160487910039555,14967.317747960087,2021,11,4
2021-11-19,8158,59730.64831384464,0.2995950851295881,17895.008666431775,2021,11,4
2021-11-21,8400,47493.22879524718,0.3056055934170696,14514.196369264173,2021,11,4
2021-11-22,4170,52200.705296499844,0.3143905844153209,16411.410245058523,2021,11,4
2021-11-24,3255,68097.63449762535,0.3291588089603018,22414.93626425232,2021,11,4
2021-11-25,2154,37745.964935191456,0.20774630512832404,7841.584748789304,2021,11,4
2021-11-27,5499,55530.099633093516,0.17971670458028471,9979.686511074444,2021,11,4
2021-11-28,7295,44099.91781508959,0.24554968664852844,10828.721000721105,2021,11,4
2021-11-30,7197,50431.17234402226,0.1927931058594069,9722.782348335078,2021,11,4
2021-12-01,2648,69176.77793910948,0.2502685417000582,17312.771334329685,2021,12,4
2021-12-03,6539,52866.48602029855,0.2763964656609561,14612.109887924864,2021,12,4
2021-12-04,5199,50696.54822234223,0.2721012546230342,13794.594376356474,2021,12,4
2021-12-06,9445,29602.15788530121,0.19363822175503032,5732.109213021375,2021,12,4
2021-12-07,3557,61193.80349040831,0.1417150504246882,8672.082947321675,2021,12,4
2021-12-08,6592,59682.26271711613,0.20763233461555186,12391.967543093531,2021,12,4
2021-12-10,1098,82448.8208495819,0.1356485360204772,11184.06184486038,2021,12,4
2021-12-11,3200,45383.32647570499,0.32252425879595203,14637.223733271458,2021,12,4
2021-12-13,3961,53287.254914959085,0.18646936518446433,9936.440596415147,2021,12,4
2021-12-14,5973,53740.75525566133,0.13861493680583095,7449.271393661123,2021,12,4
2021-12-16,5433,73661.79919645212,0.10636193997643772,7834.811864689449,2021,12,4
2021-12-17,3869,48570.567014195716,0.26145559657162104,12699.04657451844,2021,12,4
2021-12-19,1956,54185.32288655509,0.2592255793636858,14046.221718275627,2021,12,4
2021-12-20,9352,59118.44764574809,0.18515104164532292,10945.842162064748,2021,12,4
2021-12-22,6699,52799.13684734537,0.11792797221191276,6226.495142946724,2021,12,4
2021-12-23,7944,43303.49578174208,0.20240722372380798,8764.940358718044,2021,12,4
2021-12-25,5493,52911.34989347462,0.1778043737658484,9407.869432914944,2021,12,4
2021-12-26,5911,66104.47624789659,0.2692801599337523,17800.623936370524,2021,12,4
2021-12-27,4987,34602.270508834095,0.25144481236317257,8700.561415433529,2021,12,4
2021-12-29,7015,51994.54511220314,0.19114843204938498,9938.675773318642,2021,12,4
2021-12-30,2218,39498.1877759124,0.15447313856374753,6101.409033325435,2021,12,4
2022-01-01,5496,67925.69943387264,0.34700899153889797,23570.828460122437,2022,1,1
2022-01-02,5735,27152.19642824338,0.2135004052990287,5797.004942188801,2022,1,1
2022-01-04,5555,41616.17229092617,0.2720685589450592,11322.452024001588,2022,1,1
2022-01-05,9050,55658.17812596781,0.1351382418945902,7521.548338999227,2022,1,1
2022-01-07,4446,73482.86043851511,0.22139742491484943,16268.91607646451,2022,1,1
2022-01-08,2045,49013.746083905186,0.10688417996736638,5238.794057306921,2022,1,1
2022-01-10,7893,41672.00709960202,0.22636377947761246,9433.033025483814,2022,1,1
2022-01-11,2693,78217.35604160884,0.34100435177942556,26672.45879486936,2022,1,1
2022-01-13,4436,28279.79149375634,0.19605167824645003,5544.3005828106125,2022,1,1
2022-01-14,9754,17017.910650698774,0.1097490031437279,1867.6987295032202,2022,1,1
2022-01-15,6895,56600.216750799984,0.10773894772983589,6098.047794011821,2022,1,1
2022-01-17,4354,42469.18663471083,0.19699668998671738,8366.289193466171,2022,1,1
2022-01-18,1225,34681.5077430393,0.14000623411579852,4855.627292560839,2022,1,1
2022-01-20,5893,60625.3467094903,0.10583802408204648,6416.4669050214525,2022,1,1
2022-01-21,8022,53657.010706567984,0.28905340348754416,15509.741565701072,2022,1,1
2022-01-23,6600,41538.820538949076,0.21463075222047268,8915.50829862586,2022,1,1
2022-01-24,8996,30795.434019936583,0.1723111929931636,5306.397974717529,2022,1,1
2022-01-26,8683,63086.859924202174,0.32502079575412013,20504.5414141929,2022,1,1
2022-01-27,5642,59753.017669379915,0.1290347400501314,7710.215102179346,2022,1,1
2022-01-29,8679,48512.36204330926,0.33897970723882975,16444.70628290509,2022,1,1
2022-01-30,9208,77699.554940715,0.17849167934433818,13868.724045675888,2022,1,1
2022-02-01,8339,33948.72850510771,0.3221009180771703,10934.916619047795,2022,2,1
2022-02-02,3205,27117.122436128917,0.25073571911986536,6799.2311944842195,2022,2,1
2022-02-03,2069,39621.378951781335,0.30667683993537187,12150.959290814157,2022,2,1
2022-02-05,4444,49316.209754667536,0.34600329080261605,17063.570865027043,2022,2,1
2022-02-06,2060,53650.091739840376,0.1721013594546864,9233.25372329517,2022,2,1
2022-02-08,3327,46381.459132155054,0.3402838713518982,15782.862472439574,2022,2,1
2022-02-09,4420,55280.83094771445,0.19737047372560507,10910.80379209549,2022,2,1
2022-02-11,1301,31226.90863714334,0.19637797618423058,6132.277120652079,2022,2,1
2022-02-12,1606,71656.46906109889,0.1850967760636264,13263.381407312396,2022,2,1
2022-02-14,4170,48767.732324111465,0.23535190183689628,11477.578550752314,2022,2,1
2022-02-15,1699,66759.43747382192,0.13853626079462178,9248.602840375639,2022,2,1
2022-02-17,6088,55140.88019566556,0.23842787133950277,13147.122688839085,2022,2,1
2022-02-18,1190,56851.29828730676,0.23542620310250098,13384.285297228347,2022,2,1
2022-02-20,1980,58546.50920348306,0.2904754531512175,17006.323791303665,2022,2,1
2022-02-21,3975,56715.628400259724,0.30841249048439634,17491.80820431166,2022,2,1
2022-02-22,7102,59640.84139801316,0.210110337578106,12531.157319578824,2022,2,1
2022-02-24,2184,69937.28795198648,0.17558331233787344,12279.820674537435,2022,2,1
2022-02-25,4327,52947.817545522055,0.16483372432927362,8727.585961135259,2022,2,1
2022-02-27,4394,60635.05636382769,0.148655959176218,9013.762463468845,2022,2,1
2022-02-28,9319,48653.964585691596,0.11441189554975623,5566.592314259686,2022,2,1
2022-03-02,2816,71601.75823174209,0.18561199470867834,13290.145170042179,2022,3,1
2022-03-03,6854,39854.115469110955,0.1675619230326958,6678.032228771341,2022,3,1
2022-03-05,7709,77014.10649366223,0.3416043464666018,26308.35351747676,2022,3,1
2022-03-06,1569,49397.63074033485,0.23942720656251096,11827.136738964793,2022,3,1
2022-03-08,6442,28538.373468229278,0.18681925975762687,5331.517806021292,2022,3,1
2022-03-09,2895,51921.56622366184,0.24511690024842397,12726.853368787259,2022,3,1
2022-03-11,3733,39784.22513787678,0.13479917533642388,5362.880739984415,2022,3,1
2022-03-12,4863,62609.65323483086,0.2110109373005507,13211.321613144117,2022,3,1
2022-03-13,8455,40210.640310464136,0.2565585803552659,10316.384793228908,2022,3,1
2022-03-15,5014,43307.248501778304,0.22222445794811285,9623.929823531906,2022,3,1
2022-03-16,2686,21656.889035817036,0.20044470016358107,4341.008629260292,2022,3,1
2022-03-18,4009,43215.405211263846,0.3484620972249245,15058.93073234193,2022,3,1
2022-03-19,8806,13641.81010056565,0.3200786905372317,4366.452713546634,2022,3,1
2022-03-21,1154,26241.45764771415,0.25585148953986003,6713.916026864817,2022,3,1
2022-03-22,2409,61406.21984216446,0.24234434029557067,14881.449837694126,2022,3,1
2022-03-24,1784,61787.00237976248,0.255165119956146,15765.88787396277,2022,3,1
2022-03-25,9096,56381.86342677447,0.15032802695560832,8475.774285027579,2022,3,1
2022-03-27,8560,35495.3578530618,0.19878443581607963,7055.924684910742,2022,3,1
2022-03-28,8343,49284.3296578703,0.10986488322272484,5414.617122572195,2022,3,1
2022-03-30,8206,49945.96191364148,0.21888650937170667,10932.49726048919,2022,3,1
2022-03-31,6596,32624.529662111858,0.23575614598941577,7691.433377856868,2022,3,1
2022-04-01,6801,72550.97452650726,0.1569374340258024,11385.963778261403,2022,4,2
2022-04-03,3806,63160.43435863507,0.3410072117913784,21538.16361617052,2022,4,2
2022-04-04,1537,46685.53739255504,0.32736365273431045,15283.148050691052,2022,4,2
2022-04-06,6986,50403.28758491796,0.28053580886397644,14139.927052038582,2022,4,2
2022-04-07,2841,53125.74211921329,0.23334665719134062,12396.71433432763,2022,4,2
2022-04-09,9716,19373.97697363564,0.31749228991192124,6151.088314060413,2022,4,2
2022-04-10,7971,46292.339262191046,0.13266308595586573,6141.284582638149,2022,4,2
2022-04-12,6625,39770.23628003302,0.29762744856872125,11836.713953001421,2022,4,2
2022-04-13,3950,34975.69985157627,0.13120520349171208,4588.9938162911085,2022,4,2
2022-04-15,8992,45783.495606710676,0.29855266563735133,13668.784655579437,2022,4,2
2022-04-16,5780,76965.29790274284,0.16894189206283922,13002.663050869445,2022,4,2
2022-04-18,3368,59612.64291900515,0.31927264525454724,19032.686195365528,2022,4,2
2022-04-19,7655,41432.31515325805,0.3360105234563494,13921.693902654675,2022,4,2
2022-04-20,9173,58588.74172034238,0.13719899235127891,8038.316327160311,2022,4,2
2022-04-22,5495,70990.33154879004,0.21566890126634836,15310.406805661334,2022,4,2
2022-04-23,7002,63869.50524369153,0.3452468445406712,22050.745147758356,2022,4,2
2022-04-25,7614,50894.45554880261,0.22085185899328663,11240.135120404248,2022,4,2
2022-04-26,6919,40295.94833441639,0.31588688062863624,12728.961421331484,2022,4,2
2022-04-28,1853,60473.34970420385,0.24718288053282994,14947.976775354267,2022,4,2
